symbol,updated,updated_time
BBTC#,True,2020-06-15 14:45
GLENMARK#,True,2020-06-15 14:45
GLAXO#,True,2020-06-15 14:45
GMRINFRA#,True,2020-02-14 14:45
GODREJIND#,True,2020-06-15 14:45
GODREJCP#,True,2020-06-15 14:45
GRANULES#,True,2020-06-15 14:45
GRASIM#,True,2020-06-15 14:45
GRAPHITE#,True,2020-06-15 14:45
GREAVESCOT#,True,2020-06-15 14:45
GSKCONS#,True,2020-02-14 14:45
GSPL#,True,2020-06-15 14:45
HAVELLS#,True,2020-06-15 14:45
HCLTECH#,True,2020-06-15 14:45
HDFC#,True,2020-06-15 14:45
HDFCBANK#,True,2020-06-15 14:45
HDFCLIFE#,True,2020-06-15 14:45
CHOLAFIN#,True,2020-06-15 14:45
HEG#,True,2020-06-15 14:45
HEROMOTOCO#,True,2020-06-15 14:45
HINDPETRO#,True,2020-06-15 14:45
HINDALCO#,True,2020-06-15 14:45
HEXAWARE#,True,2020-06-15 14:45
DHFL#,True,2020-02-14 14:45
HINDZINC#,True,2020-06-15 14:45
HINDUNILVR#,True,2020-06-15 14:45
ICICIBANK#,True,2020-06-15 14:45
IBVENTURES#,True,2020-04-24 14:45
IBULHSGFIN#,True,2020-06-15 14:45
ICICIPRULI#,True,2020-06-15 14:45
IDBI#,True,2020-04-24 14:45
IDEA#,True,2020-02-14 14:45
IGL#,True,2020-06-15 14:45
INDHOTEL#,True,2020-06-15 14:45
INDIANB#,True,2020-06-15 14:45
INDIGO#,True,2020-06-15 14:45
INDUSINDBK#,True,2020-06-15 14:45
INFRATEL#,True,2020-06-15 14:45
INFY#,True,2020-06-15 14:45
IOC#,True,2020-06-15 14:45
IPCALAB#,True,2020-06-15 14:45
ITC#,True,2020-06-15 14:45
JINDALSTEL#,True,2020-06-15 14:45
JSWENERGY#,True,2020-06-15 14:45
JSWSTEEL#,True,2020-06-15 14:45
HDFCAMC#,True,2020-06-15 14:45
JUBLFOOD#,True,2020-06-15 14:45
JUSTDIAL#,True,2020-06-15 14:45
KOTAKBANK#,True,2020-06-15 14:45
LIBERTSHOE#,True,2020-06-15 14:45
LICHSGFIN#,True,2020-06-15 14:45
LT#,True,2020-06-15 14:45
LUPIN#,True,2020-06-15 14:45
L_TFH#,True,2020-06-15 14:45
MAGADSUGAR#,True,2020-06-15 14:45
MANAPPURAM#,True,2020-06-15 14:45
MARICO#,True,2020-06-15 14:45
MARUTI#,True,2020-06-15 14:45
MCDOWELL-N#,True,2020-06-15 14:45
MCX#,True,2020-06-15 14:45
HUDCO#,True,2020-06-15 14:45
FCONSUMER#,True,2020-02-14 14:45
ICICIGI#,True,2020-06-15 14:45
MINDAIND#,True,2020-06-15 14:45
MINDTREE#,True,2020-06-15 14:45
MM#,True,2020-06-15 14:45
MMFIN#,True,2020-06-15 14:45
MOTHERSUMI#,True,2020-06-15 14:45
MRF#,True,2020-06-15 14:45
MPHASIS#,True,2020-06-15 14:45
MUTHOOTFIN#,True,2020-06-15 14:45
NATIONALUM#,True,2020-06-15 14:45
NBCC#,True,2020-06-15 14:45
NESTLEIND#,True,2020-06-15 14:45
NIACL#,True,2020-06-15 14:45
NILKAMAL#,True,2020-06-15 14:45
NMDC#,True,2020-06-15 14:45
NTPC#,True,2020-06-15 14:45
OFSS#,True,2020-06-15 14:45
OIL#,True,2020-06-15 14:45
ONGC#,True,2020-06-15 14:45
ORISSAMINE#,True,2020-06-15 14:45
JUBILANT#,True,2020-06-15 14:45
PAGEIND#,True,2020-06-15 14:45
PEL#,True,2020-06-15 14:45
PETRONET#,True,2020-06-15 14:45
PIDILITE#,True,2020-06-15 14:45
PFC#,True,2020-06-15 14:45
PNB#,True,2020-06-15 14:45
POWERGRID#,True,2020-06-15 14:45
PRESTIGE#,True,2020-06-15 14:45
KSCL#,True,2020-06-15 14:45
PVR#,True,2020-06-15 14:45
RALLIS#,True,2020-06-15 14:45
RBLBANK#,True,2020-06-15 14:45
RAYMOND#,True,2020-06-15 14:45
RELCAPITAL#,True,2020-02-14 14:45
RECLTD#,True,2020-06-15 14:45
RELIANCE#,True,2020-06-15 14:45
RELINFRA#,True,2020-02-14 14:45
SAIL#,True,2020-06-15 14:45
SBIN#,True,2020-06-15 14:45
SHREECEM#,True,2020-06-15 14:45
SIEMENS#,True,2020-06-15 14:45
SOBHA#,True,2020-06-15 14:45
SRF#,True,2020-06-15 14:45
SRTRANSFIN#,True,2020-06-15 14:45
MGL#,True,2020-06-15 14:45
MRPL#,True,2020-06-15 14:45
STAR#,True,2020-06-15 14:45
STRTECH#,True,2020-06-15 14:45
SUNPHARMA#,True,2020-06-15 14:45
SUNTV#,True,2020-06-15 14:45
SURYAROSNI#,True,2020-04-24 14:45
TATACHEM#,True,2020-06-15 14:45
TATAGLOBAL#,True,2020-02-14 14:45
TATAELXSI#,True,2020-06-15 14:45
TATAMTRDVR#,True,2020-06-15 14:45
TATAMOTORS#,True,2020-06-15 14:45
TATAPOWER#,True,2020-06-15 14:45
TATASTEEL#,True,2020-06-15 14:45
TCS#,True,2020-06-15 14:45
TECHM#,True,2020-06-15 14:45
THERMAX#,True,2020-06-15 14:45
TITAN#,True,2020-06-15 14:45
TORNTPHARM#,True,2020-06-15 14:45
TORNTPOWER#,True,2020-06-15 14:45
TVSMOTOR#,True,2020-06-15 14:45
UBL#,True,2020-06-15 14:45
UJJIVAN#,True,2020-06-15 14:45
ULTRACEMCO#,True,2020-06-15 14:45
UNIONBANK#,True,2020-06-15 14:45
UPL#,True,2020-06-15 14:45
MFSL#,True,2020-06-15 14:45
RAMCOCEM#,True,2020-06-15 14:45
VEDL#,True,2020-06-15 14:45
WELCORP#,True,2020-06-15 14:45
VOLTAS#,True,2020-06-15 14:45
WHEELS#,True,2020-06-15 14:45
SBILIFE#,True,2020-06-15 14:45
WIPRO#,True,2020-06-15 14:45
YESBANK#,True,2020-06-15 14:45
ZEEL#,True,2020-06-15 14:45
TATACOMM#,True,2020-06-15 14:45
ADANIPOWER,True,2020-06-15 14:45
AMARAJABAT,True,2020-06-15 14:45
AMBUJACEM,True,2020-06-15 14:45
APOLLOHOSP,True,2020-06-15 14:45
APOLLOTYRE,True,2020-06-15 14:45
VGUARD#,True,2020-06-15 14:45
ASHOKLEY,True,2020-06-15 14:45
ASIANPAINT,True,2020-06-15 14:45
WOCKPHARMA#,True,2020-06-15 14:45
AUROPHARMA,True,2020-06-15 14:45
AXISBANK,True,2020-06-15 14:45
BAJAJFINSV,True,2020-06-15 14:45
ACC,True,2020-06-15 14:45
BAJAJAUTO,True,2020-06-15 14:45
ADANIENT,True,2020-06-15 14:45
BAJFINANCE,True,2020-06-15 14:45
BALKRISIND,True,2020-06-15 14:45
BANKBARODA,True,2020-02-14 14:45
BANKINDIA,True,2019-11-28 14:45
BATAINDIA,True,2020-06-15 14:45
BEL,True,2020-06-15 14:45
BHARATFORG,True,2020-06-15 14:45
BERGEPAINT,True,2020-06-15 14:45
BHARTIARTL,True,2020-06-15 14:45
BHEL,True,2020-02-14 14:45
BIOCON,True,2020-06-15 14:45
BOSCHLTD,True,2020-02-14 14:45
BPCL,True,2020-06-15 14:45
CADILAHC,True,2020-06-15 14:45
BRITANNIA,True,2020-06-15 14:45
CANBK,True,2020-06-15 14:45
CASTROLIND,True,2019-12-31 14:45
CENTURYTEX,True,2020-06-15 14:45
CESC,True,2020-04-24 14:45
CHOLAFIN,True,2020-06-15 14:45
COALINDIA,True,2020-06-15 14:45
CIPLA,True,2020-06-15 14:45
CONCOR,True,2020-06-15 14:45
CUMMINSIND,True,2020-06-15 14:45
COLPAL,True,2020-06-15 14:45
DABUR,True,2020-06-15 14:45
DISHTV,True,2019-12-31 14:45
DIVISLAB,True,2020-06-15 14:45
DLF,True,2020-06-15 14:45
DRREDDY,True,2020-06-15 14:45
EICHERMOT,True,2020-06-15 14:45
EQUITAS,True,2020-06-15 14:45
ESCORTS,True,2020-06-15 14:45
EXIDEIND,True,2020-06-15 14:45
FEDERALBNK,True,2020-06-15 14:45
GAIL,True,2020-06-15 14:45
GLENMARK,True,2020-06-15 14:45
GMRINFRA,True,2020-06-15 14:45
GODREJCP,True,2020-06-15 14:45
ADANIPORTS,True,2020-06-15 14:45
GRASIM,True,2020-06-15 14:45
HAVELLS,True,2020-06-15 14:45
HCLTECH,True,2020-06-15 14:45
HDFC,True,2020-06-15 14:45
HDFCBANK,True,2020-06-15 14:45
HEROMOTOCO,True,2020-06-15 14:45
HEXAWARE,True,2019-12-23 14:45
HINDALCO,True,2020-06-15 14:45
HINDPETRO,True,2020-06-15 14:45
HINDUNILVR,True,2020-06-15 14:45
IBULHSGFIN,True,2020-06-15 14:45
ICICIBANK,True,2020-06-15 14:45
ICICIPRULI,True,2020-06-15 14:45
CHENNPETRO,True,2019-06-24 08:45
IDEA,True,2020-02-14 14:45
IDFCFIRSTB,True,2020-02-14 14:45
IGL,True,2020-06-15 14:45
INDIGO,True,2020-06-15 14:45
INDUSINDBK,True,2020-06-15 14:45
INFRATEL,True,2020-06-15 14:45
INFY,True,2020-06-15 14:45
IOC,True,2020-06-15 14:45
ITC,True,2020-06-15 14:45
JINDALSTEL,True,2020-06-15 14:45
JSWSTEEL,True,2020-06-15 14:45
JUBLFOOD,True,2020-06-15 14:45
JUSTDIAL,True,2020-06-15 14:45
ARVIND,True,2019-11-21 14:45
KOTAKBANK,True,2020-06-15 14:45
L&TFH,True,2020-06-15 14:45
LICHSGFIN,True,2020-06-15 14:45
LT,True,2020-06-15 14:45
LUPIN,True,2020-06-15 14:45
MANAPPURAM,True,2020-06-15 14:45
MARICO,True,2020-06-15 14:45
MARUTI,True,2020-06-15 14:45
MCDOWELL-N,True,2020-06-15 14:45
DHFL,False,2019-11-21 14:45
MFSL,True,2020-06-15 14:45
MGL,True,2020-06-15 14:45
MINDTREE,True,2020-06-15 14:45
MM,True,2020-06-15 14:45
MMFIN,True,2020-06-15 14:45
MOTHERSUMI,True,2020-06-15 14:45
ENGINERSIN,False,2019-11-21 14:45
MUTHOOTFIN,True,2020-06-15 14:45
MRF,True,2020-06-15 14:45
NATIONALUM,True,2020-06-15 14:45
NBCC,True,2019-12-31 14:45
NCC,True,2020-06-15 14:45
NESTLEIND,True,2020-06-15 14:45
NMDC,True,2020-06-15 14:45
NTPC,True,2020-06-15 14:45
OIL,True,2020-04-24 14:45
ONGC,True,2020-06-15 14:45
PAGEIND,True,2020-06-15 14:45
PEL,True,2020-06-15 14:45
PETRONET,True,2020-06-15 14:45
PFC,True,2020-06-15 14:45
PIDILITIND,True,2020-06-15 14:45
PNB,True,2020-02-14 14:45
POWERGRID,True,2020-06-15 14:45
PVR,True,2020-06-15 14:45
HINDZINC,True,2019-11-21 14:45
RBLBANK,True,2020-06-15 14:45
RECLTD,True,2020-06-15 14:45
IDBI,False,2019-11-21 14:45
RELIANCE,True,2020-06-15 14:45
RAMCOCEM,True,2020-02-14 14:45
SAIL,True,2020-06-15 14:45
SBIN,True,2020-06-15 14:45
SHREECEM,True,2020-06-15 14:45
SIEMENS,True,2020-06-15 14:45
SRF,True,2020-06-15 14:45
SRTRANSFIN,True,2020-06-15 14:45
STAR,True,2019-11-21 14:45
SUNPHARMA,True,2020-06-15 14:45
SUNTV,True,2020-06-15 14:45
TATACHEM,True,2020-06-15 14:45
TATAELXSI,True,2019-12-23 14:45
TATAGLOBAL,True,2020-02-14 14:45
TATAMOTORS,True,2020-06-15 14:45
TATAMTRDVR,True,2019-12-31 14:45
TATAPOWER,True,2020-06-15 14:45
TATASTEEL,True,2020-06-15 14:45
TCS,True,2020-06-15 14:45
TECHM,True,2020-06-15 14:45
TITAN,True,2020-06-15 14:45
TORNTPHARM,True,2020-06-15 14:45
TORNTPOWER,True,2020-06-15 14:45
TVSMOTOR,True,2020-06-15 14:45
UBL,True,2020-06-15 14:45
UJJIVAN,True,2020-06-15 14:45
ULTRACEMCO,True,2020-06-15 14:45
UNIONBANK,True,2019-12-23 14:45
UPL,True,2020-06-15 14:45
VEDL,True,2020-06-15 14:45
VOLTAS,True,2020-06-15 14:45
WIPRO,True,2020-06-15 14:45
YESBANK,True,2020-04-24 14:45
ZEEL,True,2020-06-15 14:45
KAJARIACER,False,FALSE
MCX,False,FALSE
RAYMOND,False,FALSE
RELCAPITAL,False,FALSE
RELINFRA,False,FALSE
GODFRYPHLP#,True,2020-06-15 14:45
IRB#,True,2020-06-15 14:45
ITDC#,True,2020-06-15 14:45
KAJARIACER#,True,2020-06-15 14:45
KARURVYSA#,True,2020-06-15 14:45
KTKBANK#,True,2020-06-15 14:45
LALPATHLAB#,True,2020-06-15 14:45
NAUKRI#,True,2020-06-15 14:45
NCC#,True,2020-06-15 14:45
NIITTECH#,True,2020-06-15 14:45
TIDEWATER#,True,2020-06-15 14:45
NAUKRI,True,2020-06-15 14:45
NIITTECH,True,2020-06-15 14:45
IRCTC#,True,2020-06-15 14:45
